district_id,leaid,share_inperson,share_virtual,share_hybrid,subject,year,pass3,pass4,pass5,pass6,pass7,pass8,state,participation,pass,cts_pass_below,cts_pass_partially,cts_pass_approaching,cts_pass_proficient,cts_pass_advanced,participate_denom,missing_lunch,share_black,share_white,share_hisp,share_lunch,share_other,share_lunch_updated,share_ell,missing_ell,share_ell_updated,enrollment_total,case_rate_per100k_zip,cases_aug,max_cases,countyfips,commute_zone,trump_vote_share,biden_vote_share,unemployment
96,4400065,0.5394362211227417,0,0.40444499254226685,ela,2019,0.606,0.5670000000000001,0.523,0.519,0.43200000000000005,0.483,RI,97.6500015258789,0.5216666793823242,0.3825,NA,NA,41.61666488647461,0.10550000190734864,1532,0,0.021967822685837746,0.8561262488365173,0.057549506425857544,0.2973391115665436,0.06435642391443253,0.2973391115665436,0.021039603278040886,0,0.021039603278040886,3025,29.977388381958008,3.1825268268585205,127.00639343261719,44001,73,34.295265197753906,63.522789001464844,3.2000000000000006
01,4400030,0.4008772671222687,0,0.5435671806335449,math,2019,0.65,0.5489999999999999,0.579,0.726,0.747,0.613,RI,99.28333282470703,0.644000015258789,0.3075,NA,NA,50.849998474121094,0.13583333015441895,1563,0,0.009273108094930649,0.8441519737243652,0.03380197286605835,0.04397248104214668,0.11277294158935547,0.04397248104214668,0.023631468415260315,0,0.023631468415260315,3369,29.977388381958008,3.1825268268585205,127.00639343261719,44001,73,34.295265197753906,63.522789001464844,3.2000000000000006
01,4400030,0.4008772671222687,0,0.5435671806335449,ela,2019,0.728,0.622,0.604,0.8059999999999999,0.797,0.8009999999999999,RI,99.133331298828125,0.7263333129882813,0.2375,NA,NA,54.43333435058594,0.18200000762939453,1563,0,0.009273108094930649,0.8441519737243652,0.03380197286605835,0.04397248104214668,0.11277294158935547,0.04397248104214668,0.023631468415260315,0,0.023631468415260315,3369,29.977388381958008,3.1825268268585205,127.00639343261719,44001,73,34.295265197753906,63.522789001464844,3.2000000000000006
96,4400065,0.5394362211227417,0,0.40444499254226685,math,2019,0.5329999999999999,0.511,0.47700000000000004,0.36200000000000004,0.276,0.354,RI,96.91666412353516,0.4188333511352539,0.4526666641235352,NA,NA,35.75,0.06116666793823242,1532,0,0.021967822685837746,0.8561262488365173,0.057549506425857544,0.2973391115665436,0.06435642391443253,0.2973391115665436,0.021039603278040886,0,0.021039603278040886,3025,29.977388381958008,3.1825268268585205,127.00639343261719,44001,73,34.295265197753906,63.522789001464844,3.2000000000000006
38,4401140,0.2532961964607239,0,0.6911482214927673,math,2019,0.212,0.126,0.122,0.233,0.16,0.163,RI,98.31666564941406,0.16933332443237303,0.5413333511352539,NA,NA,16.183332443237305,0.007333333492279053,1657,0,0.05420508608222008,0.7331656813621521,0.14613020420074463,0.4898016154766083,0.0664990246295929,0.4898016154766083,0.02095557376742363,0,0.02095557376742363,3531,31.533212661743164,4.956332206726074,107.21328735351563,44003,73,45.11724853515625,52.756919860839844,3.433333333333333
97,4400360,0.5892549753189087,0,0.3551895022392273,ela,2019,0.5539999999999999,0.5579999999999999,0.304,0.313,0.6859999999999999,0.742,RI,99.55000305175781,0.5261666488647461,0.42983333587646483,NA,NA,46.93333435058594,0.05666666507720947,719,0,0.01645338162779808,0.9092016816139221,0.04692260921001434,0.15478366613388062,0.027422327548265457,0.15478366613388062,0.010359536856412888,0,0.010359536856412888,1548,31.533214569091797,4.956332206726074,107.21328735351563,44003,73,45.11724853515625,52.756919860839844,3.433333333333333
06,4400210,0.24636130034923553,0.002007341245189309,0.6960757970809937,math,2019,0.434,0.341,0.34299999999999997,0.311,0.36700000000000005,0.282,RI,98.66666412353516,0.34633335113525393,0.5361666488647461,NA,NA,31.483333587646484,0.03116666555404663,2138,0,0.01926741562783718,0.9032394886016846,0.043828073889017105,0.30785518884658813,0.03366502374410629,0.30785518884658813,0.007410543970763683,0,0.007410543970763683,4359,31.53570556640625,4.958338737487793,107.22167205810547,44003,73,45.11724853515625,52.756919860839844,3.433333333333333
09,4400300,0.49327370524406433,0,0.45117074251174927,ela,2019,0.7290000000000001,0.703,0.638,0.565,0.539,0.6890000000000001,RI,99.5,0.6438333129882813,0.30350000381469727,NA,NA,54.43333435058594,0.09949999809265136,1211,0,0.004733727779239416,0.822090744972229,0.06666667014360428,0.049309663474559784,0.10650885850191116,0.049309663474559784,0.008284023962914944,0,0.008284023962914944,2515,31.533214569091797,4.956332206726074,107.21328735351563,44003,73,45.11724853515625,52.756919860839844,3.433333333333333
35,4401110,0.3770805299282074,0.3062303960323334,0.26066306233406067,math,2019,0.316,0.22899999999999998,0.298,0.252,0.284,0.207,RI,98.41666412353516,0.26433332443237306,0.5738333511352539,NA,NA,24.799999237060547,0.01649999976158142,3918,0,0.026931818574666977,0.7768181562423706,0.10954545438289642,0.285681813955307,0.0867045670747757,0.285681813955307,0.017954545095562935,0,0.017954545095562935,7880,31.533212661743164,4.956332206726074,107.2132797241211,44003,73,45.11724853515625,52.756919860839844,3.433333333333333
97,4400360,0.5892549753189087,0,0.3551895022392273,math,2019,0.46299999999999997,0.584,0.518,0.306,0.504,0.433,RI,99.55000305175781,0.46799999237060547,0.4754999923706055,NA,NA,43.25,0.03566666603088379,719,0,0.01645338162779808,0.9092016816139221,0.04692260921001434,0.15478366613388062,0.027422327548265457,0.15478366613388062,0.010359536856412888,0,0.010359536856412888,1548,31.533214569091797,4.956332206726074,107.21328735351563,44003,73,45.11724853515625,52.756919860839844,3.433333333333333
35,4401110,0.3770805299282074,0.3062303960323334,0.26066306233406067,ela,2019,0.511,0.345,0.435,0.397,0.271,0.318,RI,98.71666717529297,0.3795000076293945,0.49233333587646483,NA,NA,34.75,0.03183333396911621,3918,0,0.026931818574666977,0.7768181562423706,0.10954545438289642,0.285681813955307,0.0867045670747757,0.285681813955307,0.017954545095562935,0,0.017954545095562935,7880,31.533212661743164,4.956332206726074,107.2132797241211,44003,73,45.11724853515625,52.756919860839844,3.433333333333333
06,4400210,0.24636130034923553,0.002007341245189309,0.6960757970809937,ela,2019,0.637,0.462,0.509,0.501,0.39899999999999997,0.515,RI,98.866668701171875,0.503833351135254,0.39983333587646486,NA,NA,43.66666793823242,0.06733333110809327,2138,0,0.01926741562783718,0.9032394886016846,0.043828073889017105,0.30785518884658813,0.03366502374410629,0.30785518884658813,0.007410543970763683,0,0.007410543970763683,4359,31.53570556640625,4.958338737487793,107.22167205810547,44003,73,45.11724853515625,52.756919860839844,3.433333333333333
09,4400300,0.49327370524406433,0,0.45117074251174927,math,2019,0.653,0.609,0.5379999999999999,0.405,0.557,0.509,RI,99.383331298828125,0.5451666641235352,0.3886666488647461,NA,NA,47.46666717529297,0.07050000190734863,1211,0,0.004733727779239416,0.822090744972229,0.06666667014360428,0.049309663474559784,0.10650885850191116,0.049309663474559784,0.008284023962914944,0,0.008284023962914944,2515,31.533214569091797,4.956332206726074,107.21328735351563,44003,73,45.11724853515625,52.756919860839844,3.433333333333333
38,4401140,0.2532961964607239,0,0.6911482214927673,ela,2019,0.397,0.27899999999999997,0.205,0.179,0.13,0.27,RI,96.18333435058594,0.2433333396911621,0.5416666793823243,NA,NA,22.983333587646484,0.01350000023841858,1657,0,0.05420508608222008,0.7331656813621521,0.14613020420074463,0.4898016154766083,0.0664990246295929,0.4898016154766083,0.02095557376742363,0,0.02095557376742363,3531,31.533212661743164,4.956332206726074,107.21328735351563,44003,73,45.11724853515625,52.756919860839844,3.433333333333333
15,4400510,0.9444444179534912,0,0,ela,2019,0.818,0.523,0.722,0.629,0.614,0.54,RI,99.66666412353516,0.6409999847412109,0.3170000076293945,NA,NA,55.266666412353516,0.08833333015441895,324,0,0.009861933067440987,0.9526627063751221,0.0019723866134881973,0.078895464539527893,0.035502973943948746,0.078895464539527893,NA,1,99,458,23.912643432617188,2.680246353149414,88.587371826171875,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
19,4400630,0.5259481072425842,0,0.41849634051322937,ela,2019,0.46299999999999997,0.489,0.384,0.31,0.364,0.354,RI,98.41666412353516,0.3940000152587891,0.4875,NA,NA,34.150001525878906,0.0521666669845581,1031,0,0.060845330357551575,0.6874129176139832,0.12494194507598877,0.2884347438812256,0.1267998069524765,0.2884347438812256,0.04784022271633148,0,0.04784022271633148,1336,23.912643432617188,2.680246591567993,88.587371826171875,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
15,4400510,0.9444444179534912,0,0,math,2019,0.795,0.636,0.519,0.516,0.75,0.451,RI,100,0.6111666488647461,0.35700000762939454,NA,NA,52.11666488647461,0.09,324,0,0.009861933067440987,0.9526627063751221,0.0019723866134881973,0.078895464539527893,0.035502973943948746,0.078895464539527893,NA,1,99,458,23.912643432617188,2.680246353149414,88.587371826171875,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
21,4400720,0.49392756819725037,0,0.45051684975624084,ela,2019,0.267,0.231,0.271,0.26,0.262,0.239,RI,97.94999694824219,0.255,0.4796666717529297,NA,NA,23.58333396911621,0.019166666269302367,946,0,0.12152133882045746,0.3951762616634369,0.30380332469940186,0.6507421135902405,0.1794990748167038,0.6507421135902405,0.12059368938207626,0,0.12059368938207626,1967,23.912643432617188,2.680246591567993,88.587371826171875,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
21,4400720,0.49392756819725037,0,0.45051684975624084,math,2019,0.24600000000000002,0.179,0.12300000000000001,0.214,0.278,0.18600000000000003,RI,97.98332977294922,0.20433332443237304,0.4893333435058594,NA,NA,18.66666603088379,0.0175,946,0,0.12152133882045746,0.3951762616634369,0.30380332469940186,0.6507421135902405,0.1794990748167038,0.6507421135902405,0.12059368938207626,0,0.12059368938207626,1967,23.912643432617188,2.680246591567993,88.587371826171875,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
27,4400870,0.5246217846870422,0.02777777798473835,0.39204490184783936,ela,2019,0.552,0.625,0.625,0.561,0.38299999999999995,0.623,RI,99.78333282470703,0.561500015258789,0.37150001525878906,NA,NA,46.43333435058594,0.09699999809265136,1033,0,0.018040180206298828,0.8831488490104675,0.05166051536798477,0.13407133519649506,0.04715045541524887,0.13407133519649506,0.008200081996619701,0,0.008200081996619701,2262,23.912643432617188,2.680246591567993,88.5873794555664,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
27,4400870,0.5246217846870422,0.02777777798473835,0.39204490184783936,math,2019,0.429,0.579,0.265,0.41,0.462,0.563,RI,99.9000015258789,0.4513333511352539,0.4818333435058594,NA,NA,39.88333511352539,0.0525,1033,0,0.018040180206298828,0.8831488490104675,0.05166051536798477,0.13407133519649506,0.04715045541524887,0.13407133519649506,0.008200081996619701,0,0.008200081996619701,2262,23.912643432617188,2.680246591567993,88.5873794555664,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
19,4400630,0.5259481072425842,0,0.41849634051322937,math,2019,0.326,0.228,0.263,0.292,0.40299999999999997,0.457,RI,98.94999694824219,0.3281666564941406,0.5406666564941406,NA,NA,30.049999237060547,0.02799999952316284,1031,0,0.060845330357551575,0.6874129176139832,0.12494194507598877,0.2884347438812256,0.1267998069524765,0.2884347438812256,0.04784022271633148,0,0.04784022271633148,1336,23.912643432617188,2.680246591567993,88.587371826171875,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
18,4400600,0.9444444179534912,0,0,ela,2019,0.583,0.406,0.615,0.56,0.308,0.36700000000000005,RI,99.383331298828125,0.47316665649414064,0.4803333282470703,NA,NA,44.03333282470703,0.032666666507720946,165,0,0,0.938524603843689,0.012295082211494446,0.11885245889425278,0.04918031394481659,0.11885245889425278,NA,1,99,209,23.91264533996582,2.680246591567993,88.587371826171875,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
33,4401050,0.8691893815994263,0,0.07366776466369629,ela,2019,0.63,0.528,0.537,0.5,0.28,0.369,RI,99.01667022705078,0.47400001525878904,0.4259999847412109,NA,NA,41.08333206176758,0.06333333492279053,801,0,0.021384356543421745,0.9054586291313171,0.02082160860300064,0.23128868639469147,0.052335403859615326,0.23128868639469147,0.005064715631306171,0,0.005064715631306171,1646,23.912643432617188,2.6802468299865723,88.587371826171875,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
18,4400600,0.9444444179534912,0,0,math,2019,0.583,0.5,0.385,0.4,0.423,0.433,RI,99.383331298828125,0.4540000152587891,0.5088333511352539,NA,NA,42.766666412353516,0.026333334445953368,165,0,0,0.938524603843689,0.012295082211494446,0.11885245889425278,0.04918031394481659,0.11885245889425278,NA,1,99,209,23.91264533996582,2.680246591567993,88.587371826171875,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
33,4401050,0.8691893815994263,0,0.07366776466369629,math,2019,0.524,0.44,0.423,0.376,0.379,0.321,RI,99.383331298828125,0.41049999237060547,0.4936666488647461,NA,NA,36.78333282470703,0.04233333110809326,801,0,0.021384356543421745,0.9054586291313171,0.02082160860300064,0.23128868639469147,0.052335403859615326,0.23128868639469147,0.005064715631306171,0,0.005064715631306171,1646,23.912643432617188,2.6802468299865723,88.587371826171875,44005,73,34.06864929199219,63.89442825317383,3.3333333333333335
31,4400990,0.5438559055328369,0.020233049988746643,0.38035544753074646,ela,2019,0.618,0.654,0.608,0.546,0.467,0.5920000000000001,RI,98,0.5808333206176758,0.35950000762939455,NA,NA,47.5,0.10583333015441894,1148,0,0.010360547341406345,0.8669705986976624,0.06920845061540604,0.13883133232593536,0.05346040427684784,0.13883133232593536,0.005387484561651945,0,0.005387484561651945,2360,39.579689025878906,11.438749313354492,134.3091583251953,44007,73,37.61034393310547,60.51777267456055,4.125000000000001
08,4400270,0.3817194402217865,0.1111111119389534,0.4516139030456543,math,2019,0.596,0.51,0.58,0.544,0.5589999999999999,0.519,RI,99.69999694824219,0.551333351135254,0.38599998474121094,NA,NA,46.38333511352539,0.08733333587646484,2117,0,0.028235293924808502,0.7875936031341553,0.11465240269899368,0.18203207850456238,0.06951870024204254,0.18203207850456238,0.029304813593626022,0,0.029304813593626022,4565,39.579689025878906,11.438748359680176,134.3091583251953,44007,73,37.61034393310547,60.51777267456055,4.125000000000001
10,4400330,0.43507036566734314,0,0.5093740820884705,ela,2019,0.546,0.40399999999999997,0.36200000000000004,0.336,0.264,0.228,RI,98.93333435058594,0.3566666793823242,0.45099998474121095,NA,NA,31.266666412353516,0.04400000095367432,2396,0,0.11383504420518875,0.6714177131652832,0.09540098905563354,0.4699733853340149,0.1193462535738945,0.4699733853340149,0.04332953318953514,0,0.04332953318953514,4919,39.579689025878906,11.438749313354492,134.3091583251953,44007,73,37.61034393310547,60.51777267456055,4.125000000000001
39,4401200,0.13715744018554688,0.21911755204200745,0.5881694555282593,math,2019,0.147,0.149,0.17800000000000002,0.085,0.061,0.084,RI,98.25,0.11733333587646484,0.5118333435058594,NA,NA,11.516666412353516,0.0020000000298023225,2903,0,0.10727272927761078,0.4314049482345581,0.3411570191383362,0.7674379944801331,0.12016530334949493,0.7674379944801331,0.09950413554906845,0,0.09950413554906845,5583,39.579689025878906,11.438749313354492,134.3091583251953,44007,73,37.61034393310547,60.51777267456055,4.125000000000001
31,4400990,0.5438559055328369,0.020233049988746643,0.38035544753074646,math,2019,0.36,0.428,0.35,0.33899999999999997,0.486,0.485,RI,97.69999694824219,0.40799999237060547,0.4986666488647461,NA,NA,37.38333511352539,0.034500000476837156,1148,0,0.010360547341406345,0.8669705986976624,0.06920845061540604,0.13883133232593536,0.05346040427684784,0.13883133232593536,0.005387484561651945,0,0.005387484561651945,2360,39.579689025878906,11.438749313354492,134.3091583251953,44007,73,37.61034393310547,60.51777267456055,4.125000000000001
04,4400120,0.29164135456085205,0.4138939380645752,0.23890912532806396,math,2019,0.139,0.129,0.091,NA,NA,NA,RI,98.75,0.11966666221618652,0.4546666717529297,NA,NA,11.466666221618652,0.004666666686534882,1211,0,0.15398886799812317,0.14805194735527039,0.6033394932746887,0.9031540155410767,0.09461969137191772,0.9031540155410767,NA,1,99,2745,39.57969284057617,11.438749313354492,134.3091583251953,44007,73,37.61034393310547,60.51777267456055,4.125000000000001
99,4400420,0.5115740895271301,0,0.43287035822868347,math,2019,NA,NA,NA,0.253,0.384,0.23600000000000002,RI,98.80000305175781,0.29100000381469726,0.6163333511352539,NA,NA,28.100000381469727,0.01,502,0,0.006125574465841055,0.9387442469596863,0.020673813298344612,0.14471669495105743,0.034456364810466766,0.14471669495105743,0.0022970903664827347,0,0.0022970903664827347,1380,39.579689025878906,11.438748359680176,134.3091583251953,44007,73,37.61034393310547,60.51777267456055,4.125000000000001
17,4400570,0.36106762290000916,0,0.5833768248558044,ela,2019,0.667,0.494,0.5329999999999999,0.48100000000000004,0.377,0.298,RI,98.80000305175781,0.475,0.4204999923706055,NA,NA,42.150001525878906,0.05333333492279053,1479,0,0.042825184762477875,0.8299776315689087,0.07446468621492386,0.26877596974372864,0.052732497453689575,0.26877596974372864,0.00958772748708725,0,0.00958772748708725,3194,39.579689025878906,11.438749313354492,134.3091583251953,44007,73,37.61034393310547,60.51777267456055,4.125000000000001
30,4400960,0.6327856779098511,0,0.3116587698459625,ela,2019,0.695,0.529,0.5,0.618,0.441,0.5,RI,97.41666412353516,0.5471666717529297,0.38849998474121095,NA,NA,47.599998474121094,0.07116666793823243,579,0,0.00406173849478364,0.9423233270645142,0.028432168066501617,0.1779041439294815,0.02518276683986187,0.1779041439294815,NA,1,99,1197,39.579689025878906,11.438748359680176,134.3091583251953,44007,73,37.61034393310547,60.51777267456055,4.125000000000001
